obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_11_atrybutow;%_obserwacji_11;dla_12_atrybutow;%_obserwacji_12;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
0;5;7.576;26;11.818;70;14.141;103;13.005;98;10.606;121;15.278;57;11.515;25;11.364;12;18.182;1;8.333;0;0.000;518;12.687
1;11;16.667;50;22.727;104;21.010;160;20.202;168;18.182;62;7.828;24;4.848;1;0.455;0;0.000;0;0.000;0;0.000;580;14.205
3;1;1.515;1;0.455;4;0.808;4;0.505;3;0.325;1;0.126;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;15;0.367
4;24;36.364;87;39.545;215;43.434;417;52.652;576;62.338;504;63.636;333;67.273;174;79.091;54;81.818;11;91.667;1;100.000;2396;58.682
5;5;7.576;27;12.273;70;14.141;102;12.879;112;12.121;116;14.646;40;8.081;30;13.636;2;3.030;1;8.333;1;100.000;506;12.393
6;8;12.121;29;13.182;67;13.535;163;20.581;106;11.472;80;10.101;52;10.505;26;11.818;5;7.576;0;0.000;0;0.000;536;13.128
8;7;10.606;19;8.636;50;10.101;48;6.061;114;12.338;53;6.692;20;4.040;1;0.455;0;0.000;0;0.000;0;0.000;312;7.641
10;2;3.030;1;0.455;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
13;13;19.697;46;20.909;123;24.848;244;30.808;365;39.502;328;41.414;227;45.859;139;63.182;25;37.879;4;33.333;1;100.000;1515;37.105
14;11;16.667;55;25.000;158;31.919;208;26.263;146;15.801;97;12.247;77;15.556;3;1.364;19;28.788;0;0.000;0;0.000;774;18.957
16;5;7.576;16;7.273;34;6.869;44;5.556;54;5.844;47;5.934;22;4.444;15;6.818;0;0.000;1;8.333;0;0.000;238;5.829
17;0;0.000;2;0.909;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
18;8;12.121;2;0.909;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;10;0.245
19;1;1.515;1;0.455;0;0.000;0;0.000;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
20;2;3.030;4;1.818;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;11;0.269
22;1;1.515;2;0.909;4;0.808;2;0.253;6;0.649;0;0.000;12;2.424;2;0.909;0;0.000;0;0.000;0;0.000;29;0.710
30;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
31;0;0.000;0;0.000;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
32;1;1.515;0;0.000;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.098
34;10;15.152;26;11.818;69;13.939;101;12.753;75;8.117;37;4.672;17;3.434;0;0.000;5;7.576;0;0.000;0;0.000;340;8.327
35;11;16.667;40;18.182;112;22.626;192;24.242;284;30.736;264;33.333;123;24.848;64;29.091;10;15.152;9;75.000;1;100.000;1110;27.186
37;9;13.636;10;4.545;39;7.879;64;8.081;28;3.030;7;0.884;36;7.273;4;1.818;0;0.000;0;0.000;0;0.000;197;4.825
38;1;1.515;2;0.909;7;1.414;4;0.505;2;0.216;5;0.631;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;22;0.539
43;4;6.061;11;5.000;24;4.848;28;3.535;35;3.788;23;2.904;11;2.222;1;0.455;1;1.515;0;0.000;0;0.000;138;3.380
44;7;10.606;18;8.182;26;5.253;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;52;1.274
46;2;3.030;2;0.909;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;6;0.147
47;1;1.515;1;0.455;1;0.202;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
48;5;7.576;16;7.273;47;9.495;66;8.333;115;12.446;89;11.237;47;9.495;31;14.091;7;10.606;1;8.333;0;0.000;424;10.385
49;2;3.030;8;3.636;18;3.636;22;2.778;13;1.407;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;64;1.567
50;18;27.273;62;28.182;152;30.707;310;39.141;326;35.281;359;45.328;134;27.071;93;42.273;37;56.061;7;58.333;0;0.000;1498;36.689
52;9;13.636;43;19.545;118;23.838;180;22.727;240;25.974;207;26.136;117;23.636;45;20.455;7;10.606;1;8.333;0;0.000;967;23.684
53;11;16.667;43;19.545;69;13.939;46;5.808;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;169;4.139
54;3;4.545;3;1.364;7;1.414;2;0.253;1;0.108;3;0.379;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;20;0.490
55;0;0.000;1;0.455;1;0.202;0;0.000;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
60;2;3.030;4;1.818;11;2.222;7;0.884;17;1.840;5;0.631;6;1.212;2;0.909;1;1.515;0;0.000;0;0.000;55;1.347
61;3;4.545;5;2.273;15;3.030;8;1.010;16;1.732;14;1.768;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;61;1.494
63;13;19.697;55;25.000;95;19.192;181;22.854;163;17.641;94;11.869;98;19.798;31;14.091;6;9.091;3;25.000;0;0.000;739;18.099
67;6;9.091;13;5.909;6;1.212;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;0.612
69;0;0.000;1;0.455;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
71;2;3.030;3;1.364;1;0.202;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
72;10;15.152;33;15.000;87;17.576;123;15.530;150;16.234;183;23.106;101;20.404;77;35.000;16;24.242;0;0.000;0;0.000;780;19.104
73;6;9.091;19;8.636;23;4.646;23;2.904;19;2.056;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;94;2.302
74;8;12.121;16;7.273;32;6.465;53;6.692;62;6.710;70;8.838;27;5.455;28;12.727;3;4.545;0;0.000;0;0.000;299;7.323
75;1;1.515;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
76;1;1.515;4;1.818;12;2.424;10;1.263;2;0.216;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;35;0.857
77;1;1.515;4;1.818;2;0.404;9;1.136;6;0.649;3;0.379;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;0.612
78;1;1.515;4;1.818;4;0.808;4;0.505;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;14;0.343
79;3;4.545;2;0.909;0;0.000;3;0.379;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
80;11;16.667;40;18.182;59;11.919;99;12.500;145;15.693;17;2.146;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;373;9.135
81;5;7.576;18;8.182;40;8.081;89;11.237;88;9.524;89;11.237;35;7.071;11;5.000;2;3.030;0;0.000;0;0.000;377;9.233
82;9;13.636;35;15.909;116;23.434;203;25.631;262;28.355;267;33.712;148;29.899;98;44.545;18;27.273;5;41.667;0;0.000;1161;28.435
84;30;45.455;122;55.455;309;62.424;560;70.707;691;74.784;611;77.146;418;84.444;193;87.727;63;95.455;11;91.667;1;100.000;3009;73.696
85;11;16.667;37;16.818;88;17.778;97;12.247;115;12.446;85;10.732;16;3.232;18;8.182;5;7.576;0;0.000;0;0.000;472;11.560
88;1;1.515;3;1.364;6;1.212;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;11;0.269
89;2;3.030;8;3.636;16;3.232;21;2.652;20;2.165;16;2.020;1;0.202;2;0.909;0;0.000;0;0.000;0;0.000;86;2.106
90;1;1.515;1;0.455;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
91;5;7.576;12;5.455;20;4.040;26;3.283;25;2.706;7;0.884;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;98;2.400
92;3;4.545;7;3.182;3;0.606;7;0.884;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;21;0.514
94;1;1.515;3;1.364;4;0.808;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;9;0.220
95;0;0.000;1;0.455;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
102;11;16.667;38;17.273;69;13.939;47;5.934;136;14.719;28;3.535;10;2.020;0;0.000;2;3.030;0;0.000;0;0.000;341;8.352
103;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
104;1;1.515;7;3.182;10;2.020;14;1.768;8;0.866;7;0.884;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;47;1.151
105;2;3.030;5;2.273;5;1.010;2;0.253;6;0.649;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;20;0.490
107;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
111;4;6.061;17;7.727;31;6.263;38;4.798;42;4.545;52;6.566;14;2.828;2;0.909;1;1.515;0;0.000;0;0.000;201;4.923
113;2;3.030;3;1.364;8;1.616;4;0.505;11;1.190;15;1.894;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;43;1.053
114;2;3.030;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
116;7;10.606;7;3.182;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;0.416
119;9;13.636;28;12.727;51;10.303;96;12.121;206;22.294;134;16.919;3;0.606;1;0.455;0;0.000;0;0.000;0;0.000;528;12.932
120;11;16.667;28;12.727;60;12.121;95;11.995;69;7.468;99;12.500;43;8.687;8;3.636;5;7.576;1;8.333;0;0.000;419;10.262
121;5;7.576;15;6.818;29;5.859;64;8.081;91;9.848;74;9.343;15;3.030;4;1.818;0;0.000;0;0.000;0;0.000;297;7.274
124;20;30.303;52;23.636;151;30.505;249;31.439;332;35.931;385;48.611;176;35.556;107;48.636;29;43.939;9;75.000;0;0.000;1510;36.983
125;3;4.545;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
127;6;9.091;9;4.091;24;4.848;27;3.409;21;2.273;10;1.263;18;3.636;0;0.000;3;4.545;0;0.000;0;0.000;118;2.890
128;2;3.030;1;0.455;0;0.000;0;0.000;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.098
129;2;3.030;2;0.909;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.171
131;4;6.061;6;2.727;10;2.020;7;0.884;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;28;0.686
132;1;1.515;4;1.818;4;0.808;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;13;0.318
134;1;1.515;5;2.273;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
135;13;19.697;45;20.455;145;29.293;283;35.732;387;41.883;312;39.394;315;63.636;98;44.545;45;68.182;11;91.667;1;100.000;1655;40.534
136;13;19.697;55;25.000;163;32.929;283;35.732;278;30.087;248;31.313;221;44.646;21;9.545;31;46.970;2;16.667;0;0.000;1315;32.207
138;1;1.515;9;4.091;4;0.808;6;0.758;4;0.433;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;24;0.588
140;6;9.091;24;10.909;49;9.899;76;9.596;87;9.416;72;9.091;28;5.657;5;2.273;3;4.545;0;0.000;0;0.000;350;8.572
141;12;18.182;28;12.727;69;13.939;54;6.818;103;11.147;70;8.838;46;9.293;22;10.000;10;15.152;2;16.667;0;0.000;416;10.189
142;5;7.576;29;13.182;66;13.333;102;12.879;135;14.610;104;13.131;124;25.051;13;5.909;7;10.606;1;8.333;0;0.000;586;14.352
143;4;6.061;11;5.000;8;1.616;8;1.010;6;0.649;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;39;0.955
144;4;6.061;6;2.727;21;4.242;14;1.768;24;2.597;15;1.894;21;4.242;7;3.182;1;1.515;0;0.000;0;0.000;113;2.768
145;10;15.152;30;13.636;47;9.495;36;4.545;39;4.221;11;1.389;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;176;4.311
146;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
147;6;9.091;30;13.636;50;10.101;98;12.374;155;16.775;81;10.227;99;20.000;15;6.818;3;4.545;1;8.333;0;0.000;538;13.177
148;2;3.030;3;1.364;11;2.222;8;1.010;5;0.541;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;31;0.759
149;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
152;0;0.000;4;1.818;7;1.414;4;0.505;10;1.082;2;0.253;5;1.010;1;0.455;0;0.000;0;0.000;0;0.000;33;0.808
154;11;16.667;48;21.818;123;24.848;210;26.515;312;33.766;232;29.293;139;28.081;89;40.455;30;45.455;2;16.667;0;0.000;1196;29.292
156;2;3.030;13;5.909;33;6.667;76;9.596;48;5.195;56;7.071;14;2.828;2;0.909;0;0.000;0;0.000;0;0.000;244;5.976
158;0;0.000;0;0.000;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
159;20;30.303;55;25.000;84;16.970;154;19.444;182;19.697;169;21.338;134;27.071;47;21.364;19;28.788;4;33.333;0;0.000;868;21.259
160;3;4.545;19;8.636;53;10.707;80;10.101;62;6.710;85;10.732;50;10.101;38;17.273;9;13.636;0;0.000;0;0.000;399;9.772
162;4;6.061;17;7.727;36;7.273;41;5.177;24;2.597;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;122;2.988
165;11;16.667;43;19.545;94;18.990;79;9.975;71;7.684;43;5.429;17;3.434;1;0.455;0;0.000;0;0.000;0;0.000;359;8.793
166;14;21.212;69;31.364;185;37.374;365;46.086;450;48.701;429;54.167;270;54.545;140;63.636;49;74.242;8;66.667;0;0.000;1979;48.469
167;9;13.636;25;11.364;34;6.869;12;1.515;2;0.216;7;0.884;3;0.606;1;0.455;0;0.000;0;0.000;0;0.000;93;2.278
170;2;3.030;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
172;2;3.030;9;4.091;15;3.030;13;1.641;12;1.299;3;0.379;8;1.616;0;0.000;0;0.000;0;0.000;0;0.000;62;1.518
173;15;22.727;72;32.727;185;37.374;344;43.434;423;45.779;444;56.061;326;65.859;144;65.455;54;81.818;10;83.333;1;100.000;2018;49.424
174;15;22.727;44;20.000;89;17.980;117;14.773;176;19.048;163;20.581;102;20.606;28;12.727;9;13.636;5;41.667;0;0.000;748;18.320
177;2;3.030;5;2.273;14;2.828;8;1.010;9;0.974;3;0.379;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;46;1.127
180;1;1.515;6;2.727;6;1.212;1;0.126;1;0.108;0;0.000;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;16;0.392
184;2;3.030;4;1.818;6;1.212;15;1.894;10;1.082;3;0.379;5;1.010;5;2.273;0;0.000;0;0.000;0;0.000;50;1.225
185;4;6.061;11;5.000;34;6.869;41;5.177;38;4.113;11;1.389;4;0.808;0;0.000;2;3.030;0;0.000;0;0.000;145;3.551
186;2;3.030;3;1.364;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
187;10;15.152;30;13.636;36;7.273;78;9.848;82;8.874;52;6.566;39;7.879;7;3.182;0;0.000;0;0.000;0;0.000;334;8.180
188;7;10.606;15;6.818;33;6.667;24;3.030;9;0.974;7;0.884;9;1.818;0;0.000;0;0.000;0;0.000;0;0.000;104;2.547
190;11;16.667;43;19.545;108;21.818;197;24.874;236;25.541;272;34.343;115;23.232;69;31.364;7;10.606;1;8.333;0;0.000;1059;25.937
192;3;4.545;6;2.727;13;2.626;22;2.778;4;0.433;6;0.758;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;57;1.396
195;15;22.727;42;19.091;83;16.768;112;14.141;139;15.043;113;14.268;75;15.152;29;13.182;24;36.364;0;0.000;0;0.000;632;15.479
197;2;3.030;11;5.000;45;9.091;44;5.556;64;6.926;57;7.197;101;20.404;10;4.545;6;9.091;4;33.333;0;0.000;344;8.425
198;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
201;5;7.576;16;7.273;55;11.111;46;5.808;103;11.147;65;8.207;57;11.515;4;1.818;6;9.091;0;0.000;0;0.000;357;8.744
202;2;3.030;7;3.182;8;1.616;3;0.379;0;0.000;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;21;0.514
