obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_11_atrybutow;%_obserwacji_11;dla_12_atrybutow;%_obserwacji_12;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
20;29;43.939;73;33.182;148;29.899;196;24.747;225;24.351;205;25.884;105;21.212;32;14.545;17;25.758;0;0.000;0;0.000;1030;25.227
21;14;21.212;39;17.727;71;14.343;85;10.732;137;14.827;55;6.944;16;3.232;2;0.909;0;0.000;0;0.000;0;0.000;419;10.262
22;29;43.939;107;48.636;237;47.879;372;46.970;493;53.355;440;55.556;295;59.596;136;61.818;37;56.061;10;83.333;0;0.000;2156;52.804
23;29;43.939;75;34.091;140;28.283;163;20.581;221;23.918;94;11.869;58;11.717;16;7.273;12;18.182;1;8.333;0;0.000;809;19.814
24;8;12.121;13;5.909;4;0.808;8;1.010;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;36;0.882
25;16;24.242;32;14.545;31;6.263;23;2.904;28;3.030;12;1.515;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;143;3.502
26;9;13.636;21;9.545;10;2.020;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;41;1.004
27;21;31.818;42;19.091;102;20.606;119;15.025;103;11.147;106;13.384;22;4.444;16;7.273;0;0.000;0;0.000;0;0.000;531;13.005
29;11;16.667;40;18.182;67;13.535;59;7.449;46;4.978;4;0.505;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;232;5.682
30;12;18.182;37;16.818;82;16.566;132;16.667;140;15.152;57;7.197;42;8.485;21;9.545;0;0.000;0;0.000;0;0.000;523;12.809
31;16;24.242;47;21.364;110;22.222;162;20.455;204;22.078;141;17.803;91;18.384;35;15.909;3;4.545;2;16.667;0;0.000;811;19.863
32;24;36.364;49;22.273;112;22.626;162;20.455;103;11.147;81;10.227;57;11.515;23;10.455;1;1.515;0;0.000;0;0.000;612;14.989
33;3;4.545;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.098
34;22;33.333;93;42.273;229;46.263;397;50.126;384;41.558;343;43.308;244;49.293;105;47.727;46;69.697;1;8.333;1;100.000;1865;45.677
35;27;40.909;116;52.727;293;59.192;503;63.510;662;71.645;593;74.874;353;71.313;180;81.818;50;75.758;12;100.000;1;100.000;2790;68.332
36;3;4.545;6;2.727;4;0.808;3;0.379;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;0.392
37;28;42.424;122;55.455;275;55.556;467;58.965;542;58.658;377;47.601;350;70.707;101;45.909;41;62.121;10;83.333;1;100.000;2314;56.674
38;20;30.303;51;23.182;125;25.253;205;25.884;274;29.654;200;25.253;119;24.040;77;35.000;12;18.182;2;16.667;0;0.000;1085;26.574
39;22;33.333;43;19.545;64;12.929;76;9.596;72;7.792;71;8.965;17;3.434;4;1.818;0;0.000;0;0.000;0;0.000;369;9.037
40;3;4.545;1;0.455;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
41;10;15.152;23;10.455;55;11.111;51;6.439;22;2.381;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;165;4.041
42;13;19.697;22;10.000;51;10.303;35;4.419;58;6.277;10;1.263;4;0.808;0;0.000;0;0.000;0;0.000;0;0.000;193;4.727
43;30;45.455;86;39.091;200;40.404;344;43.434;434;46.970;412;52.020;250;50.505;116;52.727;38;57.576;5;41.667;1;100.000;1916;46.926
44;11;16.667;55;25.000;165;33.333;314;39.646;277;29.978;136;17.172;36;7.273;11;5.000;4;6.061;0;0.000;0;0.000;1009;24.712
45;13;19.697;27;12.273;37;7.475;16;2.020;10;1.082;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;105;2.572
46;14;21.212;67;30.455;105;21.212;147;18.561;165;17.857;92;11.616;21;4.242;5;2.273;2;3.030;0;0.000;0;0.000;618;15.136
47;13;19.697;48;21.818;65;13.131;63;7.955;81;8.766;76;9.596;26;5.253;5;2.273;1;1.515;0;0.000;0;0.000;378;9.258
48;32;48.485;128;58.182;314;63.434;544;68.687;709;76.732;609;76.894;384;77.576;192;87.273;59;89.394;12;100.000;1;100.000;2984;73.084
49;13;19.697;56;25.455;145;29.293;268;33.838;317;34.307;263;33.207;119;24.040;65;29.545;4;6.061;0;0.000;0;0.000;1250;30.615
50;40;60.606;148;67.273;357;72.121;603;76.136;733;79.329;671;84.722;414;83.636;205;93.182;66;100.000;12;100.000;1;100.000;3250;79.598
51;9;13.636;7;3.182;3;0.606;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;20;0.490
52;26;39.394;92;41.818;222;44.848;366;46.212;497;53.788;480;60.606;338;68.283;163;74.091;54;81.818;11;91.667;1;100.000;2250;55.107
53;11;16.667;55;25.000;165;33.333;319;40.278;421;45.563;197;24.874;170;34.343;68;30.909;6;9.091;2;16.667;0;0.000;1414;34.631
54;24;36.364;84;38.182;184;37.172;269;33.965;334;36.147;304;38.384;181;36.566;105;47.727;19;28.788;7;58.333;1;100.000;1512;37.032
55;18;27.273;57;25.909;105;21.212;172;21.717;226;24.459;163;20.581;71;14.343;40;18.182;9;13.636;2;16.667;0;0.000;863;21.136
57;25;37.879;79;35.909;125;25.253;166;20.960;175;18.939;93;11.742;99;20.000;27;12.273;0;0.000;0;0.000;0;0.000;789;19.324
58;4;6.061;13;5.909;7;1.414;0;0.000;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;27;0.661
59;1;1.515;1;0.455;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
60;30;45.455;89;40.455;194;39.192;327;41.288;390;42.208;313;39.520;178;35.960;102;46.364;35;53.030;5;41.667;0;0.000;1663;40.730
61;25;37.879;87;39.545;219;44.242;349;44.066;387;41.883;428;54.040;218;44.040;118;53.636;11;16.667;7;58.333;0;0.000;1849;45.285
63;32;48.485;108;49.091;284;57.374;480;60.606;614;66.450;516;65.152;383;77.374;175;79.545;57;86.364;12;100.000;1;100.000;2662;65.197
64;6;9.091;18;8.182;21;4.242;16;2.020;4;0.433;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;66;1.616
65;12;18.182;18;8.182;28;5.657;22;2.778;19;2.056;8;1.010;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;110;2.694
66;5;7.576;7;3.182;2;0.404;0;0.000;1;0.108;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;0.392
67;13;19.697;55;25.000;163;32.929;273;34.470;259;28.030;208;26.263;54;10.909;28;12.727;3;4.545;0;0.000;0;0.000;1056;25.863
68;7;10.606;7;3.182;4;0.808;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;18;0.441
69;12;18.182;41;18.636;59;11.919;53;6.692;63;6.818;48;6.061;24;4.848;1;0.455;1;1.515;0;0.000;0;0.000;302;7.397
70;2;3.030;3;1.364;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.171
71;15;22.727;53;24.091;121;24.444;237;29.924;219;23.701;122;15.404;106;21.414;38;17.273;0;0.000;0;0.000;0;0.000;911;22.312
72;37;56.061;137;62.273;327;66.061;550;69.444;707;76.515;661;83.460;418;84.444;206;93.636;65;98.485;12;100.000;1;100.000;3121;76.439
73;12;18.182;61;27.727;164;33.131;305;38.510;418;45.238;385;48.611;197;39.798;60;27.273;15;22.727;5;41.667;1;100.000;1623;39.750
74;30;45.455;108;49.091;250;50.505;457;57.702;536;58.009;536;67.677;337;68.081;188;85.455;43;65.152;10;83.333;1;100.000;2496;61.132
75;12;18.182;50;22.727;98;19.798;144;18.182;133;14.394;94;11.869;20;4.040;12;5.455;0;0.000;1;8.333;0;0.000;564;13.813
76;23;34.848;68;30.909;157;31.717;308;38.889;314;33.983;274;34.596;151;30.505;89;40.455;19;28.788;4;33.333;0;0.000;1407;34.460
77;33;50.000;100;45.455;207;41.818;288;36.364;365;39.502;306;38.636;202;40.808;76;34.545;30;45.455;1;8.333;0;0.000;1608;39.383
78;24;36.364;82;37.273;173;34.949;266;33.586;260;28.139;211;26.641;101;20.404;55;25.000;18;27.273;1;8.333;0;0.000;1191;29.170
79;11;16.667;54;24.545;139;28.081;237;29.924;218;23.593;145;18.308;35;7.071;10;4.545;0;0.000;0;0.000;0;0.000;849;20.794
80;21;31.818;85;38.636;166;33.535;330;41.667;441;47.727;359;45.328;229;46.263;81;36.818;37;56.061;0;0.000;0;0.000;1749;42.836
81;27;40.909;91;41.364;217;43.838;405;51.136;477;51.623;422;53.283;272;54.949;143;65.000;46;69.697;4;33.333;1;100.000;2105;51.555
82;42;63.636;139;63.182;339;68.485;570;71.970;717;77.597;668;84.343;428;86.465;200;90.909;59;89.394;12;100.000;1;100.000;3175;77.761
83;16;24.242;58;26.364;116;23.434;127;16.035;68;7.359;53;6.692;14;2.828;1;0.455;0;0.000;0;0.000;0;0.000;453;11.095
84;33;50.000;142;64.545;374;75.556;665;83.965;830;89.827;751;94.823;485;97.980;219;99.545;65;98.485;12;100.000;1;100.000;3577;87.607
85;21;31.818;97;44.091;214;43.232;362;45.707;472;51.082;425;53.662;269;54.343;144;65.455;52;78.788;9;75.000;0;0.000;2065;50.576
87;13;19.697;26;11.818;41;8.283;55;6.944;39;4.221;11;1.389;14;2.828;4;1.818;0;0.000;0;0.000;0;0.000;203;4.972
88;24;36.364;72;32.727;138;27.879;166;20.960;164;17.749;114;14.394;73;14.747;15;6.818;3;4.545;0;0.000;0;0.000;769;18.834
89;20;30.303;59;26.818;173;34.949;304;38.384;401;43.398;363;45.833;222;44.848;118;53.636;31;46.970;4;33.333;1;100.000;1696;41.538
90;20;30.303;52;23.636;133;26.869;217;27.399;219;23.701;140;17.677;139;28.081;28;12.727;19;28.788;1;8.333;0;0.000;968;23.708
91;27;40.909;102;46.364;211;42.626;331;41.793;390;42.208;296;37.374;189;38.182;73;33.182;33;50.000;3;25.000;0;0.000;1655;40.534
92;22;33.333;92;41.818;153;30.909;185;23.359;228;24.675;199;25.126;105;21.212;38;17.273;22;33.333;0;0.000;0;0.000;1044;25.569
93;4;6.061;2;0.909;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.171
94;16;24.242;51;23.182;101;20.404;159;20.076;120;12.987;66;8.333;45;9.091;9;4.091;3;4.545;0;0.000;0;0.000;570;13.960
95;14;21.212;38;17.273;93;18.788;116;14.646;141;15.260;77;9.722;28;5.657;39;17.727;6;9.091;0;0.000;0;0.000;552;13.519
96;14;21.212;23;10.455;47;9.495;17;2.146;23;2.489;14;1.768;8;1.616;0;0.000;0;0.000;0;0.000;0;0.000;146;3.576
97;12;18.182;25;11.364;21;4.242;13;1.641;13;1.407;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;85;2.082
98;5;7.576;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
99;10;15.152;16;7.273;10;2.020;22;2.778;2;0.216;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;60;1.470
100;2;3.030;1;0.455;0;0.000;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
101;17;25.758;29;13.182;62;12.525;65;8.207;35;3.788;29;3.662;12;2.424;7;3.182;0;0.000;0;0.000;0;0.000;256;6.270
102;18;27.273;71;32.273;199;40.202;342;43.182;471;50.974;452;57.071;320;64.646;147;66.818;48;72.727;9;75.000;0;0.000;2077;50.869
103;19;28.788;51;23.182;100;20.202;156;19.697;171;18.506;113;14.268;100;20.202;11;5.000;2;3.030;3;25.000;0;0.000;726;17.781
104;18;27.273;61;27.727;128;25.859;218;27.525;179;19.372;172;21.717;49;9.899;45;20.455;7;10.606;0;0.000;0;0.000;877;21.479
105;14;21.212;61;27.727;133;26.869;178;22.475;266;28.788;176;22.222;91;18.384;8;3.636;0;0.000;0;0.000;0;0.000;927;22.704
106;17;25.758;36;16.364;64;12.929;73;9.217;85;9.199;55;6.944;20;4.040;1;0.455;0;0.000;0;0.000;0;0.000;351;8.597
107;16;24.242;35;15.909;72;14.545;97;12.247;92;9.957;81;10.227;27;5.455;7;3.182;0;0.000;0;0.000;0;0.000;427;10.458
108;10;15.152;17;7.727;13;2.626;11;1.389;10;1.082;0;0.000;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;63;1.543
109;5;7.576;18;8.182;20;4.040;9;1.136;8;0.866;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;60;1.470
110;6;9.091;8;3.636;9;1.818;8;1.010;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;32;0.784
111;30;45.455;122;55.455;238;48.081;374;47.222;477;51.623;473;59.722;307;62.020;122;55.455;40;60.606;9;75.000;1;100.000;2193;53.711
112;15;22.727;42;19.091;86;17.374;121;15.278;112;12.121;66;8.333;36;7.273;7;3.182;3;4.545;0;0.000;0;0.000;488;11.952
113;32;48.485;97;44.091;240;48.485;429;54.167;432;46.753;482;60.859;216;43.636;139;63.182;37;56.061;7;58.333;1;100.000;2112;51.727
114;14;21.212;54;24.545;108;21.818;91;11.490;67;7.251;28;3.535;12;2.424;0;0.000;0;0.000;0;0.000;0;0.000;374;9.160
115;8;12.121;6;2.727;2;0.404;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;0.416
116;11;16.667;55;25.000;151;30.505;142;17.929;111;12.013;36;4.545;18;3.636;0;0.000;3;4.545;0;0.000;0;0.000;527;12.907
117;3;4.545;3;1.364;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
119;21;31.818;96;43.636;208;42.020;354;44.697;500;54.113;367;46.338;233;47.071;117;53.182;33;50.000;5;41.667;0;0.000;1934;47.367
120;30;45.455;110;50.000;272;54.949;484;61.111;502;54.329;534;67.424;352;71.111;161;73.182;50;75.758;10;83.333;1;100.000;2506;61.376
121;31;46.970;103;46.818;242;48.889;417;52.652;581;62.879;483;60.985;316;63.838;150;68.182;41;62.121;9;75.000;1;100.000;2374;58.144
122;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
123;3;4.545;0;0.000;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;4;0.098
124;30;45.455;136;61.818;342;69.091;502;63.384;629;68.074;602;76.010;377;76.162;186;84.545;57;86.364;11;91.667;1;100.000;2873;70.365
125;11;16.667;54;24.545;126;25.455;116;14.646;17;1.840;11;1.389;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;340;8.327
126;1;1.515;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
127;25;37.879;93;42.273;243;49.091;365;46.086;448;48.485;415;52.399;283;57.172;126;57.273;44;66.667;8;66.667;1;100.000;2051;50.233
128;16;24.242;44;20.000;93;18.788;162;20.455;95;10.281;112;14.141;43;8.687;12;5.455;1;1.515;0;0.000;0;0.000;578;14.156
129;13;19.697;52;23.636;101;20.404;125;15.783;69;7.468;23;2.904;7;1.414;0;0.000;0;0.000;0;0.000;0;0.000;390;9.552
131;23;34.848;84;38.182;213;43.030;321;40.530;355;38.420;389;49.116;229;46.263;117;53.182;9;13.636;1;8.333;1;100.000;1742;42.665
132;15;22.727;52;23.636;121;24.444;173;21.843;120;12.987;78;9.848;59;11.919;7;3.182;2;3.030;0;0.000;0;0.000;627;15.356
133;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
134;15;22.727;46;20.909;79;15.960;118;14.899;195;21.104;63;7.955;22;4.444;3;1.364;0;0.000;0;0.000;0;0.000;541;13.250
135;46;69.697;156;70.909;388;78.384;662;83.586;818;88.528;713;90.025;485;97.980;210;95.455;66;100.000;12;100.000;1;100.000;3557;87.117
136;21;31.818;100;45.455;246;49.697;430;54.293;496;53.680;464;58.586;335;67.677;158;71.818;54;81.818;11;91.667;1;100.000;2316;56.723
137;6;9.091;4;1.818;5;1.010;2;0.253;5;0.541;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;22;0.539
138;24;36.364;77;35.000;135;27.273;210;26.515;260;28.139;221;27.904;147;29.697;42;19.091;18;27.273;3;25.000;0;0.000;1137;27.847
139;9;13.636;24;10.909;34;6.869;14;1.768;24;2.597;3;0.379;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;109;2.670
140;31;46.970;123;55.909;228;46.061;376;47.475;473;51.190;432;54.545;289;58.384;132;60.000;44;66.667;8;66.667;1;100.000;2137;52.339
141;38;57.576;134;60.909;319;64.444;479;60.480;634;68.615;528;66.667;351;70.909;167;75.909;58;87.879;11;91.667;1;100.000;2720;66.618
142;35;53.030;121;55.000;279;56.364;499;63.005;629;68.074;546;68.939;405;81.818;151;68.636;53;80.303;12;100.000;1;100.000;2731;66.887
143;27;40.909;87;39.545;176;35.556;270;34.091;330;35.714;277;34.975;169;34.141;89;40.455;13;19.697;4;33.333;0;0.000;1442;35.317
144;30;45.455;103;46.818;240;48.485;373;47.096;454;49.134;431;54.419;296;59.798;133;60.455;34;51.515;6;50.000;1;100.000;2101;51.457
145;13;19.697;58;26.364;165;33.333;322;40.657;435;47.078;393;49.621;232;46.869;60;27.273;25;37.879;0;0.000;0;0.000;1703;41.710
146;21;31.818;50;22.727;97;19.596;152;19.192;133;14.394;86;10.859;53;10.707;2;0.909;2;3.030;1;8.333;0;0.000;597;14.622
147;27;40.909;115;52.273;283;57.172;501;63.258;632;68.398;549;69.318;386;77.980;166;75.455;46;69.697;12;100.000;1;100.000;2718;66.569
148;25;37.879;79;35.909;178;35.960;278;35.101;297;32.143;321;40.530;184;37.172;58;26.364;7;10.606;5;41.667;0;0.000;1432;35.072
149;10;15.152;18;8.182;49;9.899;55;6.944;35;3.788;8;1.010;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;175;4.286
150;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
151;10;15.152;26;11.818;43;8.687;38;4.798;58;6.277;29;3.662;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;209;5.119
152;28;42.424;89;40.455;207;41.818;343;43.308;379;41.017;313;39.520;271;54.747;104;47.273;37;56.061;8;66.667;0;0.000;1779;43.571
153;17;25.758;37;16.818;50;10.101;33;4.167;83;8.983;35;4.419;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;260;6.368
154;30;45.455;117;53.182;261;52.727;449;56.692;606;65.584;526;66.414;344;69.495;172;78.182;52;78.788;11;91.667;1;100.000;2569;62.919
155;7;10.606;12;5.455;12;2.424;13;1.641;7;0.758;13;1.641;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;65;1.592
156;31;46.970;97;44.091;241;48.687;378;47.727;450;48.701;462;58.333;279;56.364;110;50.000;41;62.121;10;83.333;1;100.000;2100;51.433
157;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
158;14;21.212;44;20.000;70;14.141;86;10.859;141;15.260;46;5.808;30;6.061;10;4.545;0;0.000;0;0.000;0;0.000;441;10.801
159;27;40.909;111;50.455;285;57.576;530;66.919;643;69.589;608;76.768;390;78.788;178;80.909;58;87.879;11;91.667;1;100.000;2842;69.606
160;32;48.485;117;53.182;288;58.182;487;61.490;573;62.013;526;66.414;367;74.141;175;79.545;54;81.818;10;83.333;1;100.000;2630;64.413
161;11;16.667;19;8.636;26;5.253;14;1.768;10;1.082;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;84;2.057
162;22;33.333;61;27.727;170;34.343;299;37.753;330;35.714;298;37.626;178;35.960;76;34.545;34;51.515;0;0.000;0;0.000;1468;35.954
163;12;18.182;25;11.364;32;6.465;60;7.576;22;2.381;14;1.768;1;0.202;2;0.909;0;0.000;0;0.000;0;0.000;168;4.115
164;10;15.152;11;5.000;16;3.232;4;0.505;24;2.597;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;71;1.739
165;18;27.273;74;33.636;187;37.778;350;44.192;457;49.459;454;57.323;286;57.778;147;66.818;49;74.242;11;91.667;1;100.000;2034;49.816
166;35;53.030;125;56.818;308;62.222;544;68.687;653;70.671;593;74.874;414;83.636;192;87.273;62;93.939;11;91.667;1;100.000;2938;71.957
167;21;31.818;78;35.455;194;39.192;320;40.404;351;37.987;336;42.424;212;42.828;84;38.182;17;25.758;1;8.333;0;0.000;1614;39.530
168;10;15.152;25;11.364;41;8.283;40;5.051;24;2.597;9;1.136;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;150;3.674
170;15;22.727;47;21.364;66;13.333;75;9.470;93;10.065;46;5.808;21;4.242;1;0.455;0;0.000;0;0.000;0;0.000;364;8.915
171;7;10.606;11;5.000;1;0.202;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;20;0.490
172;25;37.879;103;46.818;214;43.232;289;36.490;373;40.368;247;31.187;205;41.414;82;37.273;30;45.455;6;50.000;0;0.000;1574;38.550
173;31;46.970;124;56.364;293;59.192;539;68.056;676;73.160;606;76.515;413;83.434;175;79.545;58;87.879;11;91.667;1;100.000;2927;71.687
174;30;45.455;125;56.818;308;62.222;502;63.384;645;69.805;542;68.434;379;76.566;159;72.273;62;93.939;12;100.000;1;100.000;2765;67.720
175;9;13.636;13;5.909;13;2.626;28;3.535;2;0.216;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;65;1.592
176;16;24.242;49;22.273;93;18.788;120;15.152;141;15.260;101;12.753;61;12.323;17;7.727;2;3.030;1;8.333;0;0.000;601;14.720
177;31;46.970;97;44.091;227;45.859;399;50.379;383;41.450;368;46.465;282;56.970;101;45.909;41;62.121;8;66.667;0;0.000;1937;47.441
178;2;3.030;3;1.364;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.171
179;15;22.727;25;11.364;54;10.909;77;9.722;63;6.818;67;8.460;45;9.091;0;0.000;0;0.000;0;0.000;0;0.000;346;8.474
180;22;33.333;76;34.545;161;32.525;210;26.515;255;27.597;214;27.020;132;26.667;57;25.909;7;10.606;2;16.667;0;0.000;1136;27.823
181;9;13.636;16;7.273;39;7.879;40;5.051;53;5.736;12;1.515;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;170;4.164
182;5;7.576;3;1.364;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
184;24;36.364;82;37.273;183;36.970;347;43.813;417;45.130;387;48.864;226;45.657;140;63.636;33;50.000;8;66.667;1;100.000;1848;45.261
185;26;39.394;84;38.182;195;39.394;383;48.359;369;39.935;382;48.232;251;50.707;113;51.364;42;63.636;5;41.667;1;100.000;1851;45.334
186;13;19.697;54;24.545;128;25.859;135;17.045;68;7.359;52;6.566;5;1.010;2;0.909;0;0.000;0;0.000;0;0.000;457;11.193
187;22;33.333;98;44.545;261;52.727;447;56.439;524;56.710;435;54.924;301;60.808;135;61.364;41;62.121;10;83.333;1;100.000;2275;55.719
