obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_11_atrybutow;%_obserwacji_11;dla_12_atrybutow;%_obserwacji_12;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
0;23;34.848;98;44.545;244;49.293;410;51.768;470;50.866;410;51.768;240;48.485;91;41.364;20;30.303;1;8.333;0;0.000;2007;49.155
1;13;19.697;67;30.455;177;35.758;327;41.288;440;47.619;411;51.894;264;53.333;114;51.818;30;45.455;3;25.000;0;0.000;1846;45.212
2;9;13.636;17;7.727;12;2.424;5;0.631;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;43;1.053
3;5;7.576;35;15.909;63;12.727;67;8.460;40;4.329;23;2.904;6;1.212;0;0.000;0;0.000;0;0.000;0;0.000;239;5.854
4;29;43.939;116;52.727;313;63.232;565;71.338;728;78.788;677;85.480;448;90.505;210;95.455;65;98.485;12;100.000;1;100.000;3164;77.492
5;15;22.727;63;28.636;134;27.071;176;22.222;168;18.182;93;11.742;25;5.051;2;0.909;0;0.000;0;0.000;0;0.000;676;16.556
6;31;46.970;107;48.636;293;59.192;496;62.626;648;70.130;604;76.263;413;83.434;198;90.000;62;93.939;12;100.000;1;100.000;2865;70.169
7;4;6.061;7;3.182;4;0.808;3;0.379;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;19;0.465
8;17;25.758;55;25.000;136;27.475;271;34.217;399;43.182;403;50.884;281;56.768;136;61.818;45;68.182;10;83.333;1;100.000;1754;42.959
9;3;4.545;2;0.909;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
10;7;10.606;13;5.909;20;4.040;20;2.525;15;1.623;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;77;1.886
11;6;9.091;11;5.000;19;3.838;8;1.010;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;45;1.102
12;3;4.545;3;1.364;6;1.212;2;0.253;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;17;0.416
13;18;27.273;79;35.909;226;45.657;414;52.273;515;55.736;487;61.490;333;67.273;165;75.000;55;83.333;11;91.667;1;100.000;2304;56.429
14;16;24.242;66;30.000;185;37.374;335;42.298;421;45.563;373;47.096;220;44.444;84;38.182;16;24.242;2;16.667;0;0.000;1718;42.077
15;2;3.030;6;2.727;8;1.616;7;0.884;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;0.637
16;8;12.121;22;10.000;60;12.121;106;13.384;104;11.255;75;9.470;40;8.081;19;8.636;3;4.545;0;0.000;0;0.000;437;10.703
17;5;7.576;25;11.364;67;13.535;138;17.424;176;19.048;157;19.823;93;18.788;41;18.636;12;18.182;2;16.667;0;0.000;716;17.536
18;6;9.091;25;11.364;53;10.707;76;9.596;44;4.762;14;1.768;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;218;5.339
19;8;12.121;17;7.727;34;6.869;50;6.313;41;4.437;32;4.040;23;4.646;13;5.909;4;6.061;1;8.333;0;0.000;223;5.462
20;6;9.091;13;5.909;13;2.626;7;0.884;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;39;0.955
21;4;6.061;18;8.182;20;4.040;14;1.768;12;1.299;5;0.631;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;73;1.788
22;19;28.788;65;29.545;171;34.545;307;38.763;406;43.939;399;50.379;290;58.586;145;65.909;49;74.242;10;83.333;1;100.000;1862;45.604
23;20;30.303;45;20.455;90;18.182;125;15.783;141;15.260;142;17.929;92;18.586;49;22.273;16;24.242;1;8.333;0;0.000;721;17.659
24;10;15.152;21;9.545;42;8.485;70;8.838;95;10.281;96;12.121;67;13.535;31;14.091;8;12.121;1;8.333;0;0.000;441;10.801
25;10;15.152;27;12.273;32;6.465;37;4.672;16;1.732;10;1.263;4;0.808;0;0.000;0;0.000;0;0.000;0;0.000;136;3.331
26;12;18.182;18;8.182;22;4.444;35;4.419;31;3.355;8;1.010;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;128;3.135
27;17;25.758;50;22.727;126;25.455;230;29.040;258;27.922;227;28.662;109;22.020;39;17.727;9;13.636;1;8.333;0;0.000;1066;26.108
28;1;1.515;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
29;5;7.576;13;5.909;42;8.485;78;9.848;121;13.095;136;17.172;114;23.030;65;29.545;29;43.939;7;58.333;1;100.000;611;14.964
30;4;6.061;16;7.273;36;7.273;81;10.227;120;12.987;135;17.045;111;22.424;60;27.273;17;25.758;2;16.667;0;0.000;582;14.254
31;4;6.061;15;6.818;40;8.081;47;5.934;33;3.571;14;1.768;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;155;3.796
32;8;12.121;16;7.273;43;8.687;54;6.818;51;5.519;32;4.040;10;2.020;0;0.000;0;0.000;0;0.000;0;0.000;214;5.241
33;6;9.091;16;7.273;16;3.232;20;2.525;18;1.948;7;0.884;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;84;2.057
34;17;25.758;65;29.545;123;24.848;147;18.561;151;16.342;93;11.742;34;6.869;7;3.182;1;1.515;0;0.000;0;0.000;638;15.626
35;17;25.758;65;29.545;184;37.172;329;41.540;438;47.403;429;54.167;306;61.818;156;70.909;54;81.818;11;91.667;1;100.000;1990;48.739
36;2;3.030;5;2.273;13;2.626;20;2.525;16;1.732;7;0.884;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;64;1.567
37;16;24.242;81;36.818;238;48.081;403;50.884;467;50.541;379;47.854;202;40.808;69;31.364;10;15.152;1;8.333;0;0.000;1866;45.702
38;4;6.061;19;8.636;50;10.101;113;14.268;157;16.991;126;15.909;51;10.303;13;5.909;1;1.515;0;0.000;0;0.000;534;13.079
39;3;4.545;14;6.364;8;1.616;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;25;0.612
40;0;0.000;2;0.909;5;1.010;8;1.010;8;0.866;3;0.379;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;27;0.661
41;1;1.515;8;3.636;19;3.838;23;2.904;11;1.190;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;64;1.567
42;4;6.061;10;4.545;22;4.444;25;3.157;18;1.948;9;1.136;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;91;2.229
43;9;13.636;36;16.364;58;11.717;60;7.576;36;3.896;9;1.136;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;208;5.094
44;13;19.697;44;20.000;111;22.424;174;21.970;226;24.459;252;31.818;208;42.020;113;51.364;36;54.545;5;41.667;0;0.000;1182;28.949
45;2;3.030;7;3.182;16;3.232;20;2.525;11;1.190;5;0.631;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;61;1.494
46;15;22.727;68;30.909;152;30.707;183;23.106;182;19.697;142;17.929;63;12.727;11;5.000;1;1.515;0;0.000;0;0.000;817;20.010
47;6;9.091;36;16.364;56;11.313;64;8.081;62;6.710;47;5.934;24;4.848;4;1.818;0;0.000;0;0.000;0;0.000;299;7.323
48;12;18.182;46;20.909;111;22.424;190;23.990;223;24.134;185;23.359;104;21.010;35;15.909;7;10.606;1;8.333;0;0.000;914;22.386
49;8;12.121;26;11.818;80;16.162;177;22.348;257;27.814;259;32.702;186;37.576;92;41.818;31;46.970;8;66.667;0;0.000;1124;27.529
50;32;48.485;136;61.818;309;62.424;509;64.268;623;67.424;555;70.076;370;74.747;175;79.545;56;84.848;11;91.667;1;100.000;2777;68.014
51;3;4.545;12;5.455;11;2.222;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;32;0.784
52;17;25.758;60;27.273;163;32.929;310;39.141;416;45.022;392;49.495;250;50.505;100;45.455;24;36.364;3;25.000;0;0.000;1735;42.493
53;13;19.697;64;29.091;158;31.919;220;27.778;162;17.532;55;6.944;9;1.818;1;0.455;0;0.000;0;0.000;0;0.000;682;16.703
54;10;15.152;39;17.727;72;14.545;88;11.111;66;7.143;36;4.545;18;3.636;5;2.273;0;0.000;0;0.000;0;0.000;334;8.180
55;7;10.606;8;3.636;15;3.030;6;0.758;4;0.433;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;40;0.980
56;2;3.030;1;0.455;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
57;12;18.182;66;30.000;127;25.657;165;20.833;170;18.398;103;13.005;47;9.495;17;7.727;6;9.091;1;8.333;0;0.000;714;17.487
58;1;1.515;5;2.273;3;0.606;4;0.505;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;14;0.343
59;1;1.515;2;0.909;3;0.606;2;0.253;3;0.325;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;12;0.294
60;9;13.636;41;18.636;87;17.576;160;20.202;207;22.403;165;20.833;99;20.000;38;17.273;9;13.636;0;0.000;0;0.000;815;19.961
61;13;19.697;36;16.364;66;13.333;72;9.091;57;6.169;30;3.788;8;1.616;1;0.455;0;0.000;0;0.000;0;0.000;283;6.931
62;2;3.030;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;3;0.073
63;11;16.667;74;33.636;217;43.838;380;47.980;443;47.944;383;48.359;237;47.879;95;43.182;26;39.394;6;50.000;1;100.000;1873;45.873
64;8;12.121;26;11.818;44;8.889;40;5.051;22;2.381;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;146;3.576
65;5;7.576;10;4.545;7;1.414;28;3.535;54;5.844;53;6.692;36;7.273;19;8.636;4;6.061;0;0.000;0;0.000;216;5.290
66;1;1.515;5;2.273;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
67;8;12.121;34;15.455;99;20.000;168;21.212;183;19.805;134;16.919;55;11.111;13;5.909;1;1.515;0;0.000;0;0.000;695;17.022
68;8;12.121;11;5.000;12;2.424;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;35;0.857
69;8;12.121;30;13.636;29;5.859;27;3.409;25;2.706;20;2.525;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;141;3.453
70;4;6.061;10;4.545;7;1.414;5;0.631;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;0.637
71;3;4.545;18;8.182;41;8.283;52;6.566;45;4.870;26;3.283;8;1.616;0;0.000;0;0.000;0;0.000;0;0.000;193;4.727
72;23;34.848;91;41.364;197;39.798;298;37.626;329;35.606;262;33.081;147;29.697;56;25.455;14;21.212;2;16.667;0;0.000;1419;34.754
73;8;12.121;43;19.545;130;26.263;276;34.848;420;45.455;435;54.924;317;64.040;163;74.091;54;81.818;11;91.667;1;100.000;1858;45.506
74;11;16.667;32;14.545;81;16.364;150;18.939;200;21.645;183;23.106;110;22.222;38;17.273;8;12.121;0;0.000;0;0.000;813;19.912
75;7;10.606;30;13.636;82;16.566;154;19.444;168;18.182;143;18.056;67;13.535;19;8.636;3;4.545;0;0.000;0;0.000;673;16.483
76;7;10.606;28;12.727;61;12.323;126;15.909;162;17.532;131;16.540;56;11.313;10;4.545;1;1.515;0;0.000;0;0.000;582;14.254
77;23;34.848;70;31.818;140;28.283;235;29.672;285;30.844;263;33.207;154;31.111;61;27.727;15;22.727;2;16.667;0;0.000;1248;30.566
78;14;21.212;33;15.000;37;7.475;45;5.682;45;4.870;26;3.283;9;1.818;4;1.818;1;1.515;0;0.000;0;0.000;214;5.241
79;10;15.152;35;15.909;96;19.394;203;25.631;315;34.091;335;42.298;228;46.061;102;46.364;30;45.455;6;50.000;0;0.000;1360;33.309
80;19;28.788;64;29.091;151;30.505;254;32.071;308;33.333;268;33.838;179;36.162;86;39.091;28;42.424;4;33.333;0;0.000;1361;33.333
81;21;31.818;66;30.000;170;34.343;304;38.384;409;44.264;400;50.505;273;55.152;140;63.636;48;72.727;10;83.333;1;100.000;1842;45.114
82;18;27.273;63;28.636;157;31.717;299;37.753;427;46.212;435;54.924;316;63.838;158;71.818;52;78.788;11;91.667;1;100.000;1937;47.441
83;16;24.242;40;18.182;60;12.121;69;8.712;56;6.061;26;3.283;7;1.414;1;0.455;0;0.000;0;0.000;0;0.000;275;6.735
84;30;45.455;130;59.091;351;70.909;612;77.273;765;82.792;691;87.247;454;91.717;210;95.455;65;98.485;12;100.000;1;100.000;3321;81.337
85;12;18.182;61;27.727;165;33.333;266;33.586;268;29.004;205;25.884;130;26.263;52;23.636;14;21.212;4;33.333;1;100.000;1178;28.851
86;1;1.515;4;1.818;0;0.000;2;0.253;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
87;5;7.576;13;5.909;27;5.455;36;4.545;30;3.247;14;1.768;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;128;3.135
88;12;18.182;35;15.909;68;13.737;49;6.187;29;3.139;16;2.020;6;1.212;1;0.455;0;0.000;0;0.000;0;0.000;216;5.290
89;8;12.121;48;21.818;128;25.859;233;29.419;278;30.087;228;28.788;122;24.646;37;16.818;6;9.091;0;0.000;0;0.000;1088;26.647
90;11;16.667;24;10.909;62;12.525;129;16.288;211;22.835;234;29.545;190;38.384;105;47.727;36;54.545;6;50.000;0;0.000;1008;24.688
91;20;30.303;49;22.273;91;18.384;81;10.227;48;5.195;18;2.273;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;308;7.543
92;13;19.697;18;8.182;11;2.222;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;44;1.078
93;3;4.545;3;1.364;1;0.202;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;8;0.196
94;9;13.636;23;10.455;37;7.475;27;3.409;23;2.489;13;1.641;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;135;3.306
95;11;16.667;36;16.364;97;19.596;179;22.601;200;21.645;139;17.551;61;12.323;16;7.273;2;3.030;0;0.000;0;0.000;741;18.148
