obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_11_atrybutow;%_obserwacji_11;dla_12_atrybutow;%_obserwacji_12;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
78;8;12.121;38;17.273;41;8.283;32;4.040;25;2.706;11;1.389;4;0.808;1;0.455;0;0.000;0;0.000;0;0.000;160;3.919
79;12;18.182;37;16.818;83;16.768;178;22.475;268;29.004;282;35.606;207;41.818;97;44.091;26;39.394;3;25.000;0;0.000;1193;29.219
80;18;27.273;55;25.000;137;27.677;220;27.778;268;29.004;228;28.788;137;27.677;54;24.545;13;19.697;1;8.333;0;0.000;1131;27.700
81;21;31.818;85;38.636;197;39.798;337;42.551;405;43.831;372;46.970;238;48.081;114;51.818;36;54.545;8;66.667;1;100.000;1814;44.428
82;15;22.727;46;20.909;124;25.051;263;33.207;351;37.987;351;44.318;258;52.121;129;58.636;43;65.152;9;75.000;1;100.000;1590;38.942
83;16;24.242;53;24.091;84;16.970;93;11.742;81;8.766;64;8.081;36;7.273;12;5.455;1;1.515;0;0.000;0;0.000;440;10.776
84;28;42.424;129;58.636;341;68.889;605;76.389;750;81.169;675;85.227;446;90.101;208;94.545;65;98.485;12;100.000;1;100.000;3260;79.843
85;15;22.727;55;25.000;133;26.869;213;26.894;225;24.351;147;18.561;71;14.343;22;10.000;3;4.545;0;0.000;0;0.000;884;21.651
86;6;9.091;8;3.636;10;2.020;9;1.136;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;36;0.882
87;6;9.091;16;7.273;35;7.071;53;6.692;52;5.628;22;2.778;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;189;4.629
88;8;12.121;34;15.455;74;14.949;93;11.742;64;6.926;14;1.768;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;288;7.054
89;12;18.182;55;25.000;158;31.919;269;33.965;340;36.797;294;37.121;151;30.505;56;25.455;12;18.182;0;0.000;0;0.000;1347;32.990
90;6;9.091;38;17.273;84;16.970;152;19.192;214;23.160;233;29.419;186;37.576;104;47.273;39;59.091;9;75.000;1;100.000;1066;26.108
91;15;22.727;77;35.000;137;27.677;161;20.328;106;11.472;56;7.071;17;3.434;3;1.364;0;0.000;0;0.000;0;0.000;572;14.009
92;11;16.667;29;13.182;28;5.657;24;3.030;4;0.433;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;96;2.351
93;7;10.606;16;7.273;8;1.616;10;1.263;4;0.433;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;46;1.127
94;12;18.182;28;12.727;44;8.889;45;5.682;16;1.732;3;0.379;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;148;3.625
95;11;16.667;39;17.727;102;20.606;197;24.874;256;27.706;246;31.061;153;30.909;50;22.727;12;18.182;2;16.667;0;0.000;1068;26.157
96;8;12.121;20;9.091;23;4.646;17;2.146;7;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;75;1.837
97;6;9.091;10;4.545;15;3.030;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;37;0.906
98;11;16.667;24;10.909;46;9.293;67;8.460;61;6.602;37;4.672;9;1.818;1;0.455;0;0.000;0;0.000;0;0.000;256;6.270
99;7;10.606;18;8.182;25;5.051;22;2.778;12;1.299;4;0.505;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;89;2.180
100;3;4.545;7;3.182;17;3.434;11;1.389;7;0.758;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;47;1.151
101;7;10.606;19;8.636;21;4.242;21;2.652;22;2.381;18;2.273;4;0.808;1;0.455;0;0.000;0;0.000;0;0.000;113;2.768
102;18;27.273;53;24.091;162;32.727;330;41.667;446;48.268;432;54.545;298;60.202;142;64.545;47;71.212;10;83.333;1;100.000;1939;47.490
103;5;7.576;29;13.182;74;14.949;121;15.278;151;16.342;140;17.677;75;15.152;24;10.909;4;6.061;0;0.000;0;0.000;623;15.258
104;11;16.667;64;29.091;137;27.677;231;29.167;274;29.654;199;25.126;96;19.394;32;14.545;6;9.091;0;0.000;0;0.000;1050;25.716
105;6;9.091;21;9.545;56;11.313;104;13.131;116;12.554;120;15.152;98;19.798;66;30.000;29;43.939;6;50.000;1;100.000;623;15.258
106;8;12.121;12;5.455;33;6.667;37;4.672;27;2.922;11;1.389;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;130;3.184
107;5;7.576;4;1.818;7;1.414;5;0.631;5;0.541;1;0.126;0;0.000;1;0.455;0;0.000;0;0.000;0;0.000;28;0.686
108;7;10.606;18;8.182;48;9.697;89;11.237;140;15.152;125;15.783;77;15.556;33;15.000;9;13.636;1;8.333;0;0.000;547;13.397
109;6;9.091;18;8.182;32;6.465;68;8.586;89;9.632;83;10.480;47;9.495;21;9.545;6;9.091;1;8.333;0;0.000;371;9.086
110;4;6.061;9;4.091;24;4.848;35;4.419;20;2.165;10;1.263;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;105;2.572
111;11;16.667;33;15.000;76;15.354;144;18.182;198;21.429;216;27.273;180;36.364;111;50.455;44;66.667;10;83.333;1;100.000;1024;25.080
112;8;12.121;16;7.273;30;6.061;45;5.682;64;6.926;67;8.460;52;10.505;24;10.909;7;10.606;1;8.333;0;0.000;314;7.690
113;10;15.152;38;17.273;57;11.515;50;6.313;27;2.922;7;0.884;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;190;4.653
114;11;16.667;38;17.273;81;16.364;112;14.141;117;12.662;111;14.015;85;17.172;47;21.364;23;34.848;6;50.000;1;100.000;632;15.479
115;4;6.061;0;0.000;0;0.000;0;0.000;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
116;11;16.667;40;18.182;94;18.990;129;16.288;121;13.095;65;8.207;34;6.869;12;5.455;2;3.030;0;0.000;0;0.000;508;12.442
117;6;9.091;7;3.182;41;8.283;86;10.859;94;10.173;64;8.081;27;5.455;7;3.182;0;0.000;0;0.000;0;0.000;332;8.131
118;3;4.545;2;0.909;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
119;10;15.152;45;20.455;136;27.475;301;38.005;446;48.268;467;58.965;333;67.273;159;72.273;52;78.788;10;83.333;1;100.000;1960;48.004
120;13;19.697;53;24.091;111;22.424;146;18.434;135;14.610;105;13.258;46;9.293;11;5.000;1;1.515;0;0.000;0;0.000;621;15.209
121;11;16.667;31;14.091;98;19.798;220;27.778;363;39.286;416;52.525;327;66.061;172;78.182;56;84.848;11;91.667;1;100.000;1706;41.783
122;7;10.606;24;10.909;34;6.869;26;3.283;7;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;98;2.400
123;3;4.545;11;5.000;14;2.828;19;2.399;13;1.407;8;1.010;7;1.414;7;3.182;4;6.061;1;8.333;0;0.000;87;2.131
124;22;33.333;83;37.727;212;42.828;387;48.864;485;52.489;419;52.904;254;51.313;103;46.818;27;40.909;3;25.000;0;0.000;1995;48.861
125;8;12.121;24;10.909;74;14.949;137;17.298;173;18.723;161;20.328;110;22.222;50;22.727;13;19.697;1;8.333;0;0.000;751;18.393
126;3;4.545;5;2.273;16;3.232;14;1.768;12;1.299;9;1.136;4;0.808;0;0.000;0;0.000;0;0.000;0;0.000;63;1.543
127;14;21.212;38;17.273;89;17.980;174;21.970;280;30.303;327;41.288;251;50.707;138;62.727;48;72.727;10;83.333;1;100.000;1370;33.554
128;6;9.091;14;6.364;25;5.051;22;2.778;10;1.082;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;77;1.886
129;7;10.606;6;2.727;11;2.222;6;0.758;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;30;0.735
130;6;9.091;2;0.909;5;1.010;13;1.641;17;1.840;12;1.515;3;0.606;1;0.455;0;0.000;0;0.000;0;0.000;59;1.445
131;19;28.788;78;35.455;208;42.020;354;44.697;437;47.294;411;51.894;276;55.758;128;58.182;39;59.091;9;75.000;1;100.000;1960;48.004
132;9;13.636;19;8.636;29;5.859;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;61;1.494
133;8;12.121;8;3.636;7;1.414;5;0.631;3;0.325;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;32;0.784
134;9;13.636;19;8.636;30;6.061;40;5.051;50;5.411;52;6.566;39;7.879;20;9.091;6;9.091;1;8.333;0;0.000;266;6.515
135;25;37.879;91;41.364;243;49.091;449;56.692;580;62.771;543;68.561;364;73.535;173;78.636;54;81.818;10;83.333;1;100.000;2533;62.038
136;20;30.303;81;36.818;205;41.414;317;40.025;418;45.238;406;51.263;287;57.980;144;65.455;49;74.242;10;83.333;1;100.000;1938;47.465
137;3;4.545;3;1.364;15;3.030;40;5.051;69;7.468;78;9.848;53;10.707;31;14.091;14;21.212;1;8.333;0;0.000;307;7.519
138;7;10.606;14;6.364;23;4.646;15;1.894;5;0.541;2;0.253;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;67;1.641
139;8;12.121;24;10.909;50;10.101;69;8.712;48;5.195;16;2.020;6;1.212;1;0.455;0;0.000;0;0.000;0;0.000;222;5.437
140;12;18.182;41;18.636;73;14.747;89;11.237;84;9.091;39;4.924;5;1.010;0;0.000;0;0.000;0;0.000;0;0.000;343;8.401
141;28;42.424;71;32.273;144;29.091;244;30.808;309;33.442;310;39.141;253;51.111;144;65.455;51;77.273;11;91.667;1;100.000;1566;38.354
142;10;15.152;52;23.636;150;30.303;264;33.333;316;34.199;275;34.722;160;32.323;58;26.364;14;21.212;1;8.333;0;0.000;1300;31.839
143;17;25.758;54;24.545;71;14.343;70;8.838;39;4.221;13;1.641;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;265;6.490
144;17;25.758;53;24.091;103;20.808;139;17.551;118;12.771;77;9.722;33;6.667;8;3.636;0;0.000;0;0.000;0;0.000;548;13.422
145;12;18.182;43;19.545;78;15.758;142;17.929;177;19.156;163;20.581;114;23.030;59;26.818;20;30.303;5;41.667;0;0.000;813;19.912
146;6;9.091;17;7.727;33;6.667;24;3.030;20;2.165;14;1.768;18;3.636;13;5.909;4;6.061;1;8.333;0;0.000;150;3.674
147;10;15.152;56;25.455;199;40.202;404;51.010;555;60.065;509;64.268;331;66.869;151;68.636;46;69.697;9;75.000;1;100.000;2271;55.621
148;12;18.182;53;24.091;130;26.263;195;24.621;235;25.433;187;23.611;107;21.616;46;20.909;10;15.152;1;8.333;0;0.000;976;23.904
149;6;9.091;14;6.364;25;5.051;32;4.040;19;2.056;4;0.505;2;0.404;1;0.455;0;0.000;0;0.000;0;0.000;103;2.523
150;4;6.061;5;2.273;6;1.212;7;0.884;8;0.866;9;1.136;4;0.808;1;0.455;0;0.000;0;0.000;0;0.000;44;1.078
151;9;13.636;15;6.818;26;5.253;42;5.303;27;2.922;22;2.778;9;1.818;1;0.455;0;0.000;0;0.000;0;0.000;151;3.698
152;9;13.636;17;7.727;36;7.273;62;7.828;83;8.983;67;8.460;44;8.889;20;9.091;7;10.606;1;8.333;0;0.000;346;8.474
153;13;19.697;43;19.545;76;15.354;91;11.490;80;8.658;54;6.818;18;3.636;6;2.727;1;1.515;0;0.000;0;0.000;382;9.356
154;17;25.758;49;22.273;163;32.929;321;40.530;443;47.944;444;56.061;328;66.263;159;72.273;54;81.818;11;91.667;1;100.000;1990;48.739
155;1;1.515;8;3.636;3;0.606;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;13;0.318
156;11;16.667;41;18.636;114;23.030;213;26.894;275;29.762;243;30.682;162;32.727;84;38.182;32;48.485;7;58.333;1;100.000;1183;28.974
157;11;16.667;28;12.727;36;7.273;63;7.955;77;8.333;56;7.071;37;7.475;23;10.455;5;7.576;1;8.333;0;0.000;337;8.254
158;6;9.091;13;5.909;27;5.455;28;3.535;23;2.489;14;1.768;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;114;2.792
159;26;39.394;54;24.545;113;22.828;189;23.864;198;21.429;166;20.960;109;22.020;49;22.273;22;33.333;3;25.000;0;0.000;929;22.753
160;17;25.758;76;34.545;172;34.747;267;33.712;301;32.576;254;32.071;150;30.303;49;22.273;7;10.606;1;8.333;0;0.000;1294;31.692
161;5;7.576;8;3.636;7;1.414;11;1.389;4;0.433;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;36;0.882
162;8;12.121;9;4.091;18;3.636;18;2.273;14;1.515;5;0.631;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;72;1.763
163;9;13.636;28;12.727;58;11.717;82;10.354;113;12.229;77;9.722;36;7.273;12;5.455;2;3.030;0;0.000;0;0.000;417;10.213
164;9;13.636;23;10.455;31;6.263;30;3.788;10;1.082;7;0.884;5;1.010;1;0.455;0;0.000;0;0.000;0;0.000;116;2.841
165;14;21.212;47;21.364;140;28.283;270;34.091;370;40.043;357;45.076;255;51.515;134;60.909;46;69.697;10;83.333;1;100.000;1644;40.265
166;30;45.455;111;50.455;282;56.970;500;63.131;609;65.909;560;70.707;370;74.747;179;81.364;57;86.364;11;91.667;1;100.000;2710;66.373
167;15;22.727;68;30.909;179;36.162;267;33.712;243;26.299;141;17.803;50;10.101;9;4.091;0;0.000;0;0.000;0;0.000;972;23.806
168;4;6.061;22;10.000;60;12.121;95;11.995;128;13.853;136;17.172;121;24.444;70;31.818;22;33.333;3;25.000;0;0.000;661;16.189
169;5;7.576;5;2.273;12;2.424;10;1.263;6;0.649;4;0.505;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;42;1.029
170;7;10.606;22;10.000;26;5.253;12;1.515;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;68;1.665
171;5;7.576;16;7.273;15;3.030;3;0.379;3;0.325;1;0.126;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;43;1.053
172;21;31.818;75;34.091;184;37.172;273;34.470;311;33.658;259;32.702;161;32.525;66;30.000;18;27.273;1;8.333;0;0.000;1369;33.529
173;23;34.848;117;53.182;302;61.010;524;66.162;647;70.022;552;69.697;354;71.515;167;75.909;55;83.333;11;91.667;1;100.000;2753;67.426
174;20;30.303;82;37.273;160;32.323;203;25.631;205;22.186;177;22.348;145;29.293;91;41.364;41;62.121;10;83.333;1;100.000;1135;27.798
175;5;7.576;14;6.364;28;5.657;41;5.177;41;4.437;31;3.914;13;2.626;4;1.818;1;1.515;0;0.000;0;0.000;178;4.360
176;7;10.606;26;11.818;37;7.475;29;3.662;16;1.732;3;0.379;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;118;2.890
177;12;18.182;34;15.455;73;14.747;95;11.995;71;7.684;23;2.904;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;311;7.617
178;3;4.545;8;3.636;16;3.232;24;3.030;23;2.489;6;0.758;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;83;2.033
179;2;3.030;8;3.636;20;4.040;38;4.798;44;4.762;59;7.449;49;9.899;21;9.545;7;10.606;1;8.333;0;0.000;249;6.098
180;7;10.606;30;13.636;84;16.970;130;16.414;179;19.372;194;24.495;148;29.899;77;35.000;23;34.848;3;25.000;0;0.000;875;21.430
