obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_11_atrybutow;%_obserwacji_11;dla_12_atrybutow;%_obserwacji_12;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
0;27;40.909;91;41.364;216;43.636;378;47.727;399;43.182;425;53.662;297;60.000;122;55.455;51;77.273;10;83.333;1;100.000;2017;49.400
1;12;18.182;56;25.455;165;33.333;311;39.268;416;45.022;353;44.571;217;43.838;48;21.818;5;7.576;3;25.000;0;0.000;1586;38.844
2;1;1.515;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;1;0.024
3;10;15.152;35;15.909;76;15.354;121;15.278;80;8.658;59;7.449;60;12.121;17;7.727;2;3.030;1;8.333;0;0.000;461;11.291
4;30;45.455;135;61.364;352;71.111;557;70.328;713;77.165;638;80.556;416;84.040;204;92.727;62;93.939;12;100.000;1;100.000;3120;76.414
5;28;42.424;78;35.455;191;38.586;340;42.929;433;46.861;421;53.157;221;44.646;128;58.182;30;45.455;8;66.667;1;100.000;1879;46.020
6;28;42.424;85;38.636;211;42.626;354;44.697;449;48.593;411;51.894;248;50.101;126;57.273;51;77.273;7;58.333;1;100.000;1971;48.273
7;2;3.030;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
8;20;30.303;74;33.636;155;31.313;214;27.020;362;39.177;317;40.025;180;36.364;66;30.000;36;54.545;1;8.333;0;0.000;1425;34.901
9;5;7.576;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
10;9;13.636;21;9.545;50;10.101;63;7.955;55;5.952;24;3.030;8;1.616;0;0.000;0;0.000;0;0.000;0;0.000;230;5.633
11;8;12.121;14;6.364;2;0.404;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;0.637
12;6;9.091;6;2.727;10;2.020;12;1.515;1;0.108;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;35;0.857
13;24;36.364;92;41.818;254;51.313;440;55.556;617;66.775;570;71.970;362;73.131;181;82.273;57;86.364;11;91.667;1;100.000;2609;63.899
14;13;19.697;56;25.455;165;33.333;329;41.540;422;45.671;374;47.222;262;52.929;85;38.636;48;72.727;0;0.000;1;100.000;1755;42.983
15;2;3.030;5;2.273;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.171
16;26;39.394;79;35.909;162;32.727;315;39.773;348;37.662;321;40.530;197;39.798;109;49.545;22;33.333;5;41.667;1;100.000;1585;38.819
17;7;10.606;29;13.182;35;7.071;74;9.343;81;8.766;35;4.419;16;3.232;4;1.818;2;3.030;0;0.000;0;0.000;283;6.931
18;11;16.667;49;22.273;98;19.798;78;9.848;7;0.758;2;0.253;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;246;6.025
19;9;13.636;25;11.364;16;3.232;19;2.399;18;1.948;10;1.263;3;0.606;0;0.000;0;0.000;0;0.000;0;0.000;100;2.449
20;15;22.727;30;13.636;60;12.121;71;8.965;61;6.602;62;7.828;26;5.253;3;1.364;1;1.515;0;0.000;0;0.000;329;8.058
21;5;7.576;16;7.273;24;4.848;17;2.146;21;2.273;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;85;2.082
22;16;24.242;54;24.545;123;24.848;167;21.086;236;25.541;209;26.389;160;32.323;65;29.545;18;27.273;2;16.667;0;0.000;1050;25.716
23;11;16.667;27;12.273;20;4.040;23;2.904;41;4.437;8;1.010;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;130;3.184
24;1;1.515;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
25;5;7.576;5;2.273;3;0.606;0;0.000;3;0.325;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;0.392
26;2;3.030;3;1.364;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.122
27;8;12.121;14;6.364;32;6.465;23;2.904;13;1.407;14;1.768;1;0.202;0;0.000;0;0.000;0;0.000;0;0.000;105;2.572
29;7;10.606;14;6.364;8;1.616;2;0.253;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;31;0.759
30;6;9.091;15;6.818;24;4.848;33;4.167;26;2.814;2;0.253;1;0.202;3;1.364;0;0.000;0;0.000;0;0.000;110;2.694
31;6;9.091;16;7.273;32;6.465;45;5.682;50;5.411;22;2.778;11;2.222;1;0.455;0;0.000;0;0.000;0;0.000;183;4.482
32;9;13.636;25;11.364;38;7.677;38;4.798;33;3.571;10;1.263;2;0.404;0;0.000;0;0.000;0;0.000;0;0.000;155;3.796
34;19;28.788;73;33.182;175;35.354;275;34.722;253;27.381;218;27.525;160;32.323;45;20.455;38;57.576;0;0.000;0;0.000;1256;30.762
35;22;33.333;89;40.455;229;46.263;395;49.874;545;58.983;482;60.859;267;53.939;146;66.364;38;57.576;11;91.667;1;100.000;2225;54.494
36;1;1.515;1;0.455;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.049
37;24;36.364;88;40.000;175;35.354;309;39.015;354;38.312;165;20.833;229;46.263;63;28.636;19;28.788;4;33.333;0;0.000;1430;35.023
