obserwacja;dla_2_atrybutow;%_obserwacji_2;dla_3_atrybutow;%_obserwacji_3;dla_4_atrybutow;%_obserwacji_4;dla_5_atrybutow;%_obserwacji_5;dla_6_atrybutow;%_obserwacji_6;dla_7_atrybutow;%_obserwacji_7;dla_8_atrybutow;%_obserwacji_8;dla_9_atrybutow;%_obserwacji_9;dla_10_atrybutow;%_obserwacji_10;dla_wszystkich_kombinacji;%_obserwacji_caly_zbior
475;5;11.111;12;10.000;13;6.190;10;3.968;6;2.857;0;0.000;0;0.000;0;0.000;0;0.000;46;4.541
476;5;11.111;12;10.000;10;4.762;10;3.968;1;0.476;1;0.833;0;0.000;0;0.000;0;0.000;39;3.850
477;1;2.222;0;0.000;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;2;0.197
478;11;24.444;25;20.833;30;14.286;30;11.905;17;8.095;5;4.167;2;4.444;0;0.000;0;0.000;120;11.846
479;5;11.111;7;5.833;4;1.905;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;16;1.579
480;19;42.222;58;48.333;104;49.524;133;52.778;86;40.952;39;32.500;25;55.556;1;10.000;0;0.000;465;45.903
481;7;15.556;15;12.500;17;8.095;11;4.365;12;5.714;3;2.500;3;6.667;0;0.000;0;0.000;68;6.713
482;9;20.000;14;11.667;18;8.571;18;7.143;9;4.286;0;0.000;3;6.667;0;0.000;0;0.000;71;7.009
483;2;4.444;4;3.333;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
484;2;4.444;2;1.667;5;2.381;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;10;0.987
485;1;2.222;2;1.667;3;1.429;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;7;0.691
486;5;11.111;13;10.833;12;5.714;10;3.968;10;4.762;1;0.833;0;0.000;0;0.000;0;0.000;51;5.035
487;9;20.000;19;15.833;25;11.905;26;10.317;14;6.667;14;11.667;1;2.222;0;0.000;0;0.000;108;10.661
488;4;8.889;8;6.667;11;5.238;4;1.587;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;27;2.665
489;8;17.778;18;15.000;21;10.000;13;5.159;5;2.381;0;0.000;0;0.000;0;0.000;0;0.000;65;6.417
490;6;13.333;10;8.333;12;5.714;6;2.381;1;0.476;2;1.667;1;2.222;0;0.000;0;0.000;38;3.751
491;3;6.667;1;0.833;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
492;9;20.000;14;11.667;11;5.238;17;6.746;1;0.476;1;0.833;0;0.000;0;0.000;0;0.000;53;5.232
493;5;11.111;11;9.167;6;2.857;4;1.587;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;26;2.567
494;6;13.333;9;7.500;15;7.143;7;2.778;4;1.905;1;0.833;0;0.000;0;0.000;0;0.000;42;4.146
495;18;40.000;49;40.833;87;41.429;92;36.508;77;36.667;50;41.667;23;51.111;2;20.000;1;100.000;399;39.388
497;3;6.667;5;4.167;3;1.429;1;0.397;1;0.476;0;0.000;0;0.000;0;0.000;0;0.000;13;1.283
498;3;6.667;2;1.667;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;5;0.494
499;23;51.111;65;54.167;136;64.762;174;69.048;140;66.667;93;77.500;39;86.667;9;90.000;1;100.000;680;67.127
500;13;28.889;34;28.333;54;25.714;45;17.857;34;16.190;24;20.000;1;2.222;0;0.000;0;0.000;205;20.237
501;10;22.222;28;23.333;35;16.667;34;13.492;16;7.619;9;7.500;0;0.000;0;0.000;0;0.000;132;13.031
502;17;37.778;46;38.333;84;40.000;92;36.508;58;27.619;41;34.167;7;15.556;4;40.000;0;0.000;349;34.452
503;17;37.778;27;22.500;55;26.190;27;10.714;21;10.000;8;6.667;1;2.222;0;0.000;0;0.000;156;15.400
504;25;55.556;74;61.667;122;58.095;182;72.222;128;60.952;94;78.333;39;86.667;4;40.000;1;100.000;669;66.041
505;9;20.000;16;13.333;18;8.571;17;6.746;1;0.476;1;0.833;0;0.000;0;0.000;0;0.000;62;6.120
506;26;57.778;76;63.333;135;64.286;176;69.841;128;60.952;87;72.500;38;84.444;7;70.000;1;100.000;674;66.535
507;6;13.333;9;7.500;6;2.857;1;0.397;0;0.000;0;0.000;0;0.000;0;0.000;0;0.000;22;2.172
